query,time
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_1_L1.txt, 0:12.96
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_1_L2.txt, 0:21.38
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_1_L3.txt, 0:06.87
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_1_L4.txt, 0:12.49
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_1_L5.txt, 0:06.52
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_1_S1.txt, 0:01.24
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_1_S2.txt, 0:07.95
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_1_S3.txt, 0:26.34
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_1_S4.txt, 0:23.05
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_1_S5.txt, 0:33.94
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_1_S6.txt, 0:09.47
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_1_S7.txt, 0:00.96
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_20_C1.txt, 0:01.18
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_20_C2.txt, 2:46.54
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_20_C3.txt, 0:01.99
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_20_F1.txt, 0:36.10
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_20_F2.txt, 1:15.21
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_20_F3.txt, 0:02.01
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_20_F4.txt, 0:28.86
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_20_F5.txt, 2:55.10
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_20_L1.txt, 0:08.84
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_20_L2.txt, 0:11.61
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_20_L3.txt, 0:04.74
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_20_L4.txt, 0:15.27
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_20_L5.txt, 0:22.05
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_20_S1.txt, 0:02.06
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_20_S2.txt, 0:08.43
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_20_S3.txt, 0:23.22
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_20_S4.txt, 0:24.39
